lib,Category,C2
BsMD,ExperimentalDesign,LifeScience
conf.design,ExperimentalDesign,LifeScience
crossdes,ExperimentalDesign,LifeScience
dae,ExperimentalDesign,LifeScience
desirability,ExperimentalDesign,LifeScience
DiceDesign,ExperimentalDesign,LifeScience
DiceEval,ExperimentalDesign,LifeScience
DiceKriging,ExperimentalDesign,LifeScience
DiceView,ExperimentalDesign,LifeScience
DoE.base,ExperimentalDesign,LifeScience
DoE.wrapper,ExperimentalDesign,LifeScience
DoseFinding,ExperimentalDesign,LifeScience
dynaTree,ExperimentalDesign,LifeScience
experiment,ExperimentalDesign,LifeScience
FrF2,ExperimentalDesign,LifeScience
FrF2.catlg128,ExperimentalDesign,LifeScience
GAD,ExperimentalDesign,LifeScience
granova,ExperimentalDesign,LifeScience
gsbDesign,ExperimentalDesign,LifeScience
gsDesign,ExperimentalDesign,LifeScience
lhs,ExperimentalDesign,LifeScience
mixexp,ExperimentalDesign,LifeScience
mkssd,ExperimentalDesign,LifeScience
mxkssd,ExperimentalDesign,LifeScience
osDesign,ExperimentalDesign,LifeScience
planor,ExperimentalDesign,LifeScience
plgp,ExperimentalDesign,LifeScience
qtlDesign,ExperimentalDesign,LifeScience
qualityTools,ExperimentalDesign,LifeScience
RcmdrPlugin.DoE,ExperimentalDesign,LifeScience
rsm,ExperimentalDesign,LifeScience
SensoMineR,ExperimentalDesign,LifeScience
support.CEs,ExperimentalDesign,LifeScience
TEQR,ExperimentalDesign,LifeScience
tgp,ExperimentalDesign,LifeScience
Vdgraph,ExperimentalDesign,LifeScience
blockTools,ExperimentalDesign,LifeScience
AmericanCallOpt,Finance,social science business
backtest,Finance,social science business
betategarch,Finance,social science business
BurStFin,Finance,social science business
BurStMisc,Finance,social science business
CADFtest,Finance,social science business
car,Finance,social science business
ccgarch,Finance,social science business
copula,Finance,social science business
CreditMetrics,Finance,social science business
crp.CSFP,Finance,social science business
data.table,Finance,social science business
dlm,Finance,social science business
dse,Finance,social science business
dyn,Finance,social science business
dynlm,Finance,social science business
evd,Finance,social science business
evdbayes,Finance,social science business
evir,Finance,social science business
extRemes,Finance,social science business
fame,Finance,social science business
fArma,Finance,social science business
fAsianOptions,Finance,social science business
fBasics,Finance,social science business
fBonds,Finance,social science business
fExoticOptions,Finance,social science business
fExtremes,Finance,social science business
fgac,Finance,social science business
fGarch,Finance,social science business
fImport,Finance,social science business
FinAsym,Finance,social science business
FinTS,Finance,social science business
fNonlinear,Finance,social science business
fOptions,Finance,social science business
forecast,Finance,social science business
fracdiff,Finance,social science business
frmqa,Finance,social science business
fTrading,Finance,social science business
fUnitRoots,Finance,social science business
ghyp,Finance,social science business
gmm,Finance,social science business
gogarch,Finance,social science business
GUIDE,Finance,social science business
ismev,Finance,social science business
its,Finance,social science business
lifecontingencies,Finance,social science business
lmtest,Finance,social science business
longmemo,Finance,social science business
maRketSim,Finance,social science business
mvtnorm,Finance,social science business
nlme,Finance,social science business
NMOF,Finance,social science business
opefimor,Finance,social science business
pa,Finance,social science business
PerformanceAnalytics,Finance,social science business
portfolio,Finance,social science business
portfolioSim,Finance,social science business
quantmod,Finance,social science business
Rcmdr,Finance,social science business
rmgarch,Finance,social science business
RQuantLib,Finance,social science business
rugarch,Finance,social science business
rwt,Finance,social science business
sandwich,Finance,social science business
sde,Finance,social science business
SharpeR,Finance,social science business
stochvol,Finance,social science business
stockPortfolio,Finance,social science business
strucchange,Finance,social science business
tawny,Finance,social science business
termstrc,Finance,social science business
TFX,Finance,social science business
timeDate,Finance,social science business
timeSeries,Finance,social science business
tis,Finance,social science business
TSdbi,Finance,social science business
tseries,Finance,social science business
tseriesChaos,Finance,social science business
tsfa,Finance,social science business
TTR,Finance,social science business
urca,Finance,social science business
vars,Finance,social science business
VarSwapPrice,Finance,social science business
vrtest,Finance,social science business
wavelets,Finance,social science business
waveslim,Finance,social science business
wavethresh,Finance,social science business
xts,Finance,social science business
YieldCurve,Finance,social science business
Zelig,Finance,social science business
zoo,Finance,social science business
actuar,Finance,social science business
BenfordTests,Finance,social science business
ESG,Finance,social science business
LSMonteCarlo,Finance,social science business
markovchain,Finance,social science business
OptHedging,Finance,social science business
parma,Finance,social science business
RND,Finance,social science business
SmithWilsonYieldCurve,Finance,social science business
ChainLadder,Finance,social science business
ycinterextra,Finance,social science business
bayesGARCH,Finance,social science business
Rbitcoin,Finance,social science business
tvm,Finance,social science business
MarkowitzR,Finance,social science business
bizdays,Finance,social science business
egcm,Finance,social science business
GEVStableGarch,Finance,social science business
lgarch,Finance,social science business
pbo,Finance,social science business
timsac,Finance,social science business
tsDyn,Finance,social science business
fMultivar,Finance,social science business
OptionPricing,Finance,social science business
riskSimul,Finance,social science business
fAssets,Finance,social science business
fCopulae,Finance,social science business
financial,Finance,social science business
fPortfolio,Finance,social science business
fractal,Finance,social science business
fRegression,Finance,social science business
highfrequency,Finance,social science business
IBrokers,Finance,social science business
MSBVAR,Finance,social science business
gets,Finance,social science business
GCPM,Finance,social science business
TAQMNGR,Finance,social science business
FatTailsR,Finance,social science business
adegenet,Genetics,LifeScience
ape,Genetics,LifeScience
Biodem,Genetics,LifeScience
bqtl,Genetics,LifeScience
dlmap,Genetics,LifeScience
gap,Genetics,LifeScience
GenABEL,Genetics,LifeScience
Geneland,Genetics,LifeScience
genetics,Genetics,LifeScience
hapassoc,Genetics,LifeScience
haplo.ccs,Genetics,LifeScience
haplo.stats,Genetics,LifeScience
HardyWeinberg,Genetics,LifeScience
hierfstat,Genetics,LifeScience
hwde,Genetics,LifeScience
ibdreg,Genetics,LifeScience
LDheatmap,Genetics,LifeScience
luca,Genetics,LifeScience
multic,Genetics,LifeScience
ouch,Genetics,LifeScience
pbatR,Genetics,LifeScience
phangorn,Genetics,LifeScience
qtl,Genetics,LifeScience
seqinr,Genetics,LifeScience
snp.plotter,Genetics,LifeScience
SNPmaxsel,Genetics,LifeScience
tdthap,Genetics,LifeScience
untb,Genetics,LifeScience
wgaim,Genetics,LifeScience
stepwise,Genetics,LifeScience
rmetasim,Genetics,LifeScience
abn,gR,visualizaition
bayesmix,gR,visualizaition
bnlearn,gR,visualizaition
boa,gR,visualizaition
catnet,gR,visualizaition
coda,gR,visualizaition
dclone,gR,visualizaition
deal,gR,visualizaition
diagram,gR,visualizaition
dynamicGraph,gR,visualizaition
ergm,gR,visualizaition
GeneNet,gR,visualizaition
ggm,gR,visualizaition
giRaph,gR,visualizaition
gRapHD,gR,visualizaition
igraph,gR,visualizaition
lcd,gR,visualizaition
mathgraph,gR,visualizaition
network,gR,visualizaition
parcor,gR,visualizaition
pcalg,gR,visualizaition
QUIC,gR,visualizaition
R2WinBUGS,gR,visualizaition
rbugs,gR,visualizaition
rjags,gR,visualizaition
SIN,gR,visualizaition
R2OpenBUGS,gR,visualizaition
BDgraph,gR,visualizaition
ndtv,gR,visualizaition
networkDynamic,gR,visualizaition
ade4,Graphics,visualizaition
animation,Graphics,visualizaition
ape,Graphics,visualizaition
aplpack,Graphics,visualizaition
ash,Graphics,visualizaition
biclust,Graphics,visualizaition
Cairo,Graphics,visualizaition
cairoDevice,Graphics,visualizaition
cba,Graphics,visualizaition
colorspace,Graphics,visualizaition
diagram,Graphics,visualizaition
dichromat,Graphics,visualizaition
gclus,Graphics,visualizaition
ggplot2,Graphics,visualizaition
gplots,Graphics,visualizaition
gridBase,Graphics,visualizaition
IDPmisc,Graphics,visualizaition
igraph,Graphics,visualizaition
iplots,Graphics,visualizaition
JavaGD,Graphics,visualizaition
klaR,Graphics,visualizaition
lattice,Graphics,visualizaition
latticeExtra,Graphics,visualizaition
misc3d,Graphics,visualizaition
onion,Graphics,visualizaition
playwith,Graphics,visualizaition
plotrix,Graphics,visualizaition
RColorBrewer,Graphics,visualizaition
rgl,Graphics,visualizaition
RGraphics,Graphics,visualizaition
RGtk2,Graphics,visualizaition
RSvgDevice,Graphics,visualizaition
RSVGTipsDevice,Graphics,visualizaition
scagnostics,Graphics,visualizaition
scatterplot3d,Graphics,visualizaition
seriation,Graphics,visualizaition
tkrplot,Graphics,visualizaition
vcd,Graphics,visualizaition
vioplot,Graphics,visualizaition
xgobi,Graphics,visualizaition
hexbin,Graphics,visualizaition
batch,HighPerformanceComputing,science computing
BatchExperiments,HighPerformanceComputing,science computing
BatchJobs,HighPerformanceComputing,science computing
bayesm,HighPerformanceComputing,science computing
bcp,HighPerformanceComputing,science computing
biglars,HighPerformanceComputing,science computing
biglm,HighPerformanceComputing,science computing
bigmemory,HighPerformanceComputing,science computing
bigrf,HighPerformanceComputing,science computing
bnlearn,HighPerformanceComputing,science computing
caret,HighPerformanceComputing,science computing
data.table,HighPerformanceComputing,science computing
dclone,HighPerformanceComputing,science computing
doMC,HighPerformanceComputing,science computing
doRedis,HighPerformanceComputing,science computing
doRNG,HighPerformanceComputing,science computing
doSNOW,HighPerformanceComputing,science computing
foreach,HighPerformanceComputing,science computing
GAMBoost,HighPerformanceComputing,science computing
gcbd,HighPerformanceComputing,science computing
Geneland,HighPerformanceComputing,science computing
HadoopStreaming,HighPerformanceComputing,science computing
harvestr,HighPerformanceComputing,science computing
inline,HighPerformanceComputing,science computing
latentnet,HighPerformanceComputing,science computing
lga,HighPerformanceComputing,science computing
Matching,HighPerformanceComputing,science computing
nws,HighPerformanceComputing,science computing
orloca,HighPerformanceComputing,science computing
pbdBASE,HighPerformanceComputing,science computing
pbdDEMO,HighPerformanceComputing,science computing
pbdDMAT,HighPerformanceComputing,science computing
pbdMPI,HighPerformanceComputing,science computing
pbdNCDF4,HighPerformanceComputing,science computing
